esntl_no,elsm_nm,schl_nm,fdtn_sctn_dscnt,tot_po,ten_und_po,hshld_co,examin_mt,examin_dt,ave_fnds,qltwtr_poll_entrps_co,addr_1,addr_2
10412,유치원,내유초등학교병설유치원,공립,101559,2697,16086,11,1,28.18601937,9,경기도,고양시
10413,유치원,황룡초등학교병설유치원,공립,146298,5282,20118,11,1,28.18601937,2,경기도,고양시
10414,유치원,흥도유치원,공립,87050,4236,17966,11,1,28.18601937,2,경기도,고양시
10415,유치원,냉천초등학교병설유치원,공립,125624,3164,14828,11,1,28.18601937,1,경기도,고양시
10416,유치원,능곡초등학교병설유치원,공립,120423,2846,17204,11,1,28.18601937,2,경기도,고양시
10418,유치원,대곡초등학교병설유치원,공립,56297,1568,6922,11,1,28.18601937,2,경기도,고양시
10419,유치원,대화초등학교병설유치원,공립,146111,3779,23003,11,1,28.18601937,1,경기도,고양시
10420,유치원,덕은초등학교병설유치원,공립,29587,758,9059,11,1,28.18601937,0,경기도,고양시
10421,유치원,씨알유치원,사립,87050,4236,17966,11,1,28.18601937,2,경기도,고양시
10422,유치원,백마초등학교병설유치원,공립,125624,3164,14828,11,1,28.18601937,1,경기도,고양시
10423,유치원,백양초등학교병설유치원,공립,223449,6776,28712,11,1,28.18601937,1,경기도,고양시
10424,유치원,벽제초등학교병설유치원,공립,55106,1319,10227,11,1,28.18601937,5,경기도,고양시
10425,유치원,창의유치원,사립,94678,4088,11764,11,1,28.18601937,0,경기도,고양시
10426,유치원,꿈나라유치원,사립,44921,2012,9377,11,1,28.18601937,0,경기도,고양시
10427,유치원,바다유치원,사립,96915,3547,12804,11,1,28.18601937,1,경기도,고양시
10428,유치원,드림아이유치원,사립,87050,4236,17966,11,1,28.18601937,2,경기도,고양시
10429,유치원,삼송초등학교병설유치원,공립,87050,4236,17966,11,1,28.18601937,0,경기도,고양시
10430,유치원,이튼키즈유치원,사립,323108,10079,41034,11,1,28.18601937,4,경기도,고양시
10431,유치원,에꼴데쁘띠유치원,사립,94678,4088,11764,11,1,28.18601937,7,경기도,고양시
10432,유치원,오늘유치원,사립,146111,3779,23003,11,1,28.18601937,2,경기도,고양시
10433,유치원,성사유치원,공립,250112,8632,39879,11,1,28.18601937,5,경기도,고양시
10434,유치원,창릉초등학교병설유치원,공립,32024,1291,8235,11,1,28.18601937,4,경기도,고양시
10435,유치원,성석초등학교병설유치원,공립,55106,1319,10227,11,1,28.18601937,7,경기도,고양시
10436,유치원,성신초등학교병설유치원,공립,323108,10079,41034,11,1,28.18601937,2,경기도,고양시
10437,유치원,성저초등학교병설유치원,공립,146111,3779,23003,11,1,28.18601937,1,경기도,고양시
10438,유치원,송포초등학교병설유치원,공립,128025,5098,18404,11,1,28.18601937,2,경기도,고양시
10439,유치원,신능초등학교병설유치원,공립,323108,10079,41034,11,1,28.18601937,2,경기도,고양시
1044,어린이집,예쁜아이어린이집,사립,91994,3594,12733,11,1,28.18601937,0,강원도,동해시
10440,유치원,신원초등학교병설유치원,공립,44921,2012,9377,11,1,28.18601937,2,경기도,고양시
10441,유치원,아람초등학교병설유치원,공립,323108,10079,41034,11,1,28.18601937,13,경기도,고양시
10442,유치원,삼성숲유치원,사립,96915,3547,12804,11,1,28.18601937,0,경기도,고양시
10443,유치원,고양국제유치원,사립,32024,1291,8235,11,1,28.18601937,2,경기도,고양시
10444,유치원,용두초등학교병설유치원,공립,32024,1291,8235,11,1,28.18601937,2,경기도,고양시
10445,유치원,원당초등학교병설유치원,공립,163062,4396,21913,11,1,28.18601937,0,경기도,고양시
10446,유치원,향동숲내초등학교병설유,공립,15731,418,7329,11,1,28.18601937,1,경기도,고양시
10447,유치원,원중초등학교병설유치원,공립,94678,4088,11764,11,1,28.18601937,0,경기도,고양시
10448,유치원,율동초등학교병설유치원,공립,79833,2003,10353,11,1,28.18601937,6,경기도,고양시
10449,유치원,주엽초등학교병설유치원,공립,177014,5231,22471,11,1,28.18601937,6,경기도,고양시
1045,어린이집,동명어린이집,사립,91994,3594,12733,11,1,28.18601937,0,강원도,동해시
10450,어린이집,시립소하어린이집,사립,193868,8156,30439,11,1,28.18601937,6,경기도,광명시
10450,유치원,지도초등학교병설유치원,공립,223449,6776,28712,11,1,28.18601937,6,경기도,고양시
10451,유치원,풍산초등학교병설유치원,공립,111927,3834,14693,11,1,28.18601937,2,경기도,고양시
10452,유치원,행신초등학교병설유치원,공립,323108,10079,41034,11,1,28.18601937,3,경기도,고양시
10453,유치원,행주초등학교병설유치원,공립,64126,1278,10282,11,1,28.18601937,4,경기도,고양시
10454,유치원,현산초등학교병설유치원,공립,146298,5282,20118,11,1,28.18601937,0,경기도,고양시
10455,유치원,호곡초등학교병설유치원,공립,146298,5282,20118,11,1,28.18601937,0,경기도,고양시
10456,유치원,저동초등학교병설유치원,공립,79833,2003,10353,11,1,28.18601937,11,경기도,고양시
10457,유치원,일산은행초등학교병설유,공립,94678,4088,11764,11,1,28.18601937,0,경기도,고양시
10458,유치원,고양관산초등학교병설유,공립,101559,2697,16086,11,1,28.18601937,1,경기도,고양시
10459,유치원,한내유치원,공립,146111,3779,23003,11,1,28.18601937,1,경기도,고양시
1046,어린이집,키즈아일랜드어린이집,사립,64114,2288,8197,11,1,28.18601937,1,강원도,동해시
10460,유치원,고양일산유치원,공립,263677,7821,30869,11,1,28.18601937,1,경기도,고양시
10461,유치원,안곡초등학교병설유치원,공립,130790,3498,18755,11,1,28.18601937,2,경기도,고양시
10462,유치원,목암초등학교병설유치원,공립,96915,3547,12804,11,1,28.18601937,1,경기도,고양시
10463,유치원,한뫼초등학교병설유치원,공립,263677,7821,30869,11,1,28.18601937,2,경기도,고양시
10464,유치원,모당초등학교병설유치원,공립,130790,3498,18755,11,1,28.18601937,4,경기도,고양시
10465,어린이집,리틀덕어린이집,사립,193868,8156,30439,11,1,28.18601937,5,경기도,광명시
10465,유치원,하늘초등학교병설유치원,공립,130790,3498,18755,11,1,28.18601937,5,경기도,고양시
10467,유치원,엔젤숲유치원,사립,38136,1497,10045,11,1,28.18601937,0,경기도,고양시
10468,유치원,다솔유치원,공립,87050,4236,17966,11,1,28.18601937,1,경기도,고양시
1047,어린이집,천곡중앙어린이집,사립,91994,3594,12733,11,1,28.18601937,1,강원도,동해시
10470,어린이집,꼬마세종어린이집,사립,193868,8156,30439,11,1,28.18601937,4,경기도,광명시
10470,유치원,상탄초등학교병설유치원,공립,146298,5282,20118,11,1,28.18601937,4,경기도,고양시
10471,유치원,장촌초등학교병설유치원,공립,146111,3779,23003,11,1,28.18601937,6,경기도,고양시
10472,유치원,한나래유치원,사립,128025,5098,18404,11,1,28.18601937,2,경기도,고양시
10473,유치원,소만유치원,공립,323108,10079,41034,11,1,28.18601937,2,경기도,고양시
10474,유치원,강선예일유치원,사립,177014,5231,22471,11,1,28.18601937,1,경기도,고양시
10475,유치원,경기유치원,사립,198474,6244,28890,11,1,28.18601937,0,경기도,고양시
10476,유치원,아이젠유치원,사립,120423,2846,17204,11,1,28.18601937,0,경기도,고양시
10477,유치원,꿈나무유치원,사립,263677,7821,30869,11,1,28.18601937,2,경기도,고양시
10478,유치원,늘푸름유치원,사립,263677,7821,30869,11,1,28.18601937,2,경기도,고양시
10479,유치원,능곡성당유치원,사립,120423,2846,17204,11,1,28.18601937,3,경기도,고양시
1048,어린이집,아이꿈어린이집,사립,17454,312,2766,11,1,28.18601937,1,강원도,동해시
10480,유치원,짐랜드유치원,사립,323108,10079,41034,11,1,28.18601937,3,경기도,고양시
10481,유치원,일산유치원,사립,94678,4088,11764,11,1,28.18601937,1,경기도,고양시
10482,유치원,다솜유치원,사립,125624,3164,14828,11,1,28.18601937,6,경기도,고양시
10483,유치원,동산유치원,사립,177014,5231,22471,11,1,28.18601937,2,경기도,고양시
10484,유치원,둥지유치원,사립,223449,6776,28712,11,1,28.18601937,4,경기도,고양시
10485,유치원,자연유치원,사립,146298,5282,20118,11,1,28.18601937,4,경기도,고양시
10486,유치원,노벨유치원,사립,125624,3164,14828,11,1,28.18601937,3,경기도,고양시
10487,유치원,모심유치원,사립,130790,3498,18755,11,1,28.18601937,2,경기도,고양시
10488,유치원,무원유치원,사립,323108,10079,41034,11,1,28.18601937,1,경기도,고양시
10489,유치원,문촌유치원,사립,177014,5231,22471,11,1,28.18601937,1,경기도,고양시
1049,어린이집,에덴어린이집,사립,36524,630,6678,11,1,28.18601937,0,강원도,동해시
10490,유치원,문촌사랑유치원,사립,177014,5231,22471,11,1,28.18601937,7,경기도,고양시
10491,유치원,미래유치원,사립,163062,4396,21913,11,1,28.18601937,1,경기도,고양시
10492,유치원,바른유치원,사립,263677,7821,30869,11,1,28.18601937,1,경기도,고양시
10493,유치원,배화유치원,사립,120423,2846,17204,11,1,28.18601937,2,경기도,고양시
10494,유치원,별빛유치원,사립,223449,6776,28712,11,1,28.18601937,1,경기도,고양시
10495,유치원,상명유치원,사립,120423,2846,17204,11,1,28.18601937,0,경기도,고양시
10497,유치원,선아유치원,사립,177014,5231,22471,11,1,28.18601937,3,경기도,고양시
10498,유치원,로엔유치원,사립,146298,5282,20118,11,1,28.18601937,0,경기도,고양시
10499,유치원,성저유치원,사립,146111,3779,23003,11,1,28.18601937,0,경기도,고양시
105,어린이집,킹스키즈어린이집,사립,44661,1655,7616,11,1,28.18601937,0,강원도,춘천시
1050,어린이집,도담도담어린이집,사립,64114,2288,8197,11,1,28.18601937,1,강원도,동해시
10500,유치원,세화유치원,사립,177014,5231,22471,11,1,28.18601937,1,경기도,고양시
10501,유치원,솔거유치원,사립,223449,6776,28712,11,1,28.18601937,6,경기도,고양시
10502,유치원,숲속유치원,사립,87050,4236,17966,11,1,28.18601937,1,경기도,고양시
10503,유치원,아란유치원,사립,177014,5231,22471,11,1,28.18601937,0,경기도,고양시
10504,유치원,아이사랑유치원,사립,223449,6776,28712,11,1,28.18601937,2,경기도,고양시
10506,유치원,엄지유치원,사립,323108,10079,41034,11,1,28.18601937,2,경기도,고양시
10507,어린이집,마루어린이집,사립,193868,8156,30439,11,1,28.18601937,6,경기도,광명시
10507,유치원,연꽃유치원,사립,250112,8632,39879,11,1,28.18601937,6,경기도,고양시
10508,유치원,연세유치원,사립,146298,5282,20118,11,1,28.18601937,10,경기도,고양시
1051,어린이집,사랑어린이집,사립,91994,3594,12733,11,1,28.18601937,0,강원도,동해시
10510,유치원,예사랑유치원,사립,223449,6776,28712,11,1,28.18601937,6,경기도,고양시
10512,유치원,예은유치원,사립,146111,3779,23003,11,1,28.18601937,2,경기도,고양시
10514,유치원,유경유치원,사립,223449,6776,28712,11,1,28.18601937,2,경기도,고양시
10518,어린이집,시립충현어린이집,사립,193868,8156,30439,11,1,28.18601937,1,경기도,광명시
10518,유치원,초롱유치원,사립,128025,5098,18404,11,1,28.18601937,1,경기도,고양시
1052,어린이집,한솔어린이집,사립,64114,2288,8197,11,1,28.18601937,0,강원도,동해시
10523,유치원,어울림유치원,사립,250112,8632,39879,11,1,28.18601937,2,경기도,고양시
10524,유치원,탄현유치원,사립,146298,5282,20118,11,1,28.18601937,1,경기도,고양시
10525,어린이집,아가천사어린이집,사립,193868,8156,30439,11,1,28.18601937,40,경기도,광명시
10526,어린이집,시립한내어린이집,사립,193868,8156,30439,11,1,28.18601937,41,경기도,광명시
10526,유치원,한미유치원,사립,263677,7821,30869,11,1,28.18601937,41,경기도,고양시
10528,유치원,푸른하늘유치원,사립,130790,3498,18755,11,1,28.18601937,2,경기도,고양시
10529,어린이집,시립다원어린이집,사립,193868,8156,30439,11,1,28.18601937,0,경기도,광명시
1053,어린이집,샛별어린이집,사립,64114,2288,8197,11,1,28.18601937,0,강원도,동해시
10531,어린이집,시립운산어린이집,사립,193868,8156,30439,11,1,28.18601937,4,경기도,광명시
10532,유치원,현대유치원,사립,101559,2697,16086,11,1,28.18601937,5,경기도,고양시
10534,어린이집,한서어린이집,사립,193868,8156,30439,11,1,28.18601937,4,경기도,광명시
10534,유치원,홍익유치원,사립,146298,5282,20118,11,1,28.18601937,4,경기도,고양시
10538,유치원,도담유치원,사립,146298,5282,20118,11,1,28.18601937,0,경기도,고양시
10539,유치원,성모유치원,사립,263677,7821,30869,11,1,28.18601937,0,경기도,고양시
1054,어린이집,천곡어린이집,사립,91994,3594,12733,11,1,28.18601937,0,강원도,동해시
10540,유치원,바움유치원,사립,250112,8632,39879,11,1,28.18601937,1,경기도,고양시
10541,유치원,중산초등학교병설유치원,공립,130790,3498,18755,11,1,28.18601937,4,경기도,고양시
10543,어린이집,꿈나래어린이집,사립,193868,8156,30439,11,1,28.18601937,2,경기도,광명시
10544,어린이집,꿈꾸는어린이집,사립,193868,8156,30439,11,1,28.18601937,1,경기도,광명시
10545,어린이집,뮤직아이어린이집,사립,193868,8156,30439,11,1,28.18601937,4,경기도,광명시
10548,유치원,좋은나무유치원,사립,44921,2012,9377,11,1,28.18601937,0,경기도,고양시
1055,어린이집,즐거운 어린이집,사립,27011,657,4774,11,1,28.18601937,0,강원도,동해시
10552,유치원,엔젤유치원,사립,120423,2846,17204,11,1,28.18601937,0,경기도,고양시
10553,유치원,한울유치원,사립,101559,2697,16086,11,1,28.18601937,1,경기도,고양시
10554,어린이집,레인보우어린이집,사립,193868,8156,30439,11,1,28.18601937,5,경기도,광명시
10555,유치원,한류유치원,공립,92345,1906,16826,11,1,28.18601937,0,경기도,고양시
10556,유치원,향동유치원,공립,15731,418,7329,11,1,28.18601937,0,경기도,고양시
10558,유치원,제니스유치원,사립,146298,5282,20118,11,1,28.18601937,0,경기도,고양시
10559,유치원,그네와시소유치원,사립,130790,3498,18755,11,1,28.18601937,6,경기도,고양시
1056,어린이집,사랑가득어린이집,사립,77060,2517,10577,11,1,28.18601937,0,강원도,동해시
10561,유치원,성실유치원,사립,96915,3547,12804,11,1,28.18601937,0,경기도,고양시
10563,유치원,준성자연유치원,사립,101559,2697,16086,11,1,28.18601937,1,경기도,고양시
1057,어린이집,리라어린이집,사립,36524,630,6678,11,1,28.18601937,0,강원도,동해시
10570,어린이집,가온어린이집,사립,193868,8156,30439,11,1,28.18601937,41,경기도,광명시
10571,어린이집,소하해피트리어린이집,사립,193868,8156,30439,11,1,28.18601937,4,경기도,광명시
